col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69
,A,2020-04-21,,D,,,C,,0.4526931625529465,C,2022-08-11,,,,0.7887511959979702,B,2020-01-15,,,,,A,,,,2020-12-28,1.3793161945166124,C,,2.0427535319449595,,2020-01-31,-0.434710653933188,,2022-07-24,,,,-1.699958593204896,C,2020-12-18,-0.3121342789954509,D,2022-10-07,-1.3611498894137606,,2020-10-28,-0.2535256497967133,B,,,A,2022-07-04,,D,2022-01-30,,,2022-10-13,-0.5183643422599155,,2022-04-17,,C,2022-05-16,,B,2020-03-18,-0.8622042238961122
,,,0.3994751986674911,D,2020-07-30,,A,,0.142808431762837,D,2022-08-21,1.3739806651103013,B,,,C,,0.709235137636925,D,,,C,,,A,,0.3639194268255148,D,2022-11-09,2.262834763020491,B,,1.4680288609465018,B,2021-08-18,-1.7522438022804931,D,2021-09-16,-0.4485444464311048,C,2020-02-05,-0.2527290175103394,C,,0.5526472084907802,D,2021-08-29,,,,,,,,A,,,D,,1.2676757042111204,D,2022-10-26,,C,2022-04-21,-0.8795867963831748,B,,1.59354854472767
,,2022-11-27,2.5911401041270103,,,-1.09169664693647,,2021-03-23,,C,,-1.6267751244474429,,,-1.345024358101718,C,2022-12-01,-0.4769682247837483,,2020-02-29,,,2021-12-01,,C,2021-04-12,,A,,0.2036500491719117,,,-0.2424428058663457,,2020-07-03,-2.7222713513661585,A,2022-10-25,0.0879329359186527,,,1.0954556574847998,A,2020-02-22,-0.5642344995285216,B,2022-08-21,-0.8701049295141986,A,2022-03-13,,A,2020-02-01,-2.1489815025678976,,2021-06-06,,B,,,,,1.488434006337381,D,,-0.1649831920983148,,2021-08-20,
,B,,,,,-2.57106072701462,B,,,,2021-04-03,,,,0.1525773301883133,A,2021-06-28,-0.9798200240042756,B,,,A,2022-10-28,1.3562235864716596,,,1.3722598806908035,B,2022-12-03,0.2701453713183138,,2020-08-02,0.3374491506946196,D,2020-10-09,0.298811574149722,,2022-11-28,-0.3441892469256283,A,,,,,-1.9890460417316345,,,,,,1.2230581049280649,,,,,,1.187136467227142,,2021-09-08,1.0967803810231989,,,,B,2021-01-16,0.7077574240357768,,2021-11-24,1.0739576553046553
,,,1.1324061857125625,,2021-12-25,,B,2022-08-30,0.9892870762320746,,,,,,1.0543488012806248,A,2022-09-22,-0.4850502396964645,B,2020-04-07,,,2021-07-04,,D,2022-04-03,,C,,,D,2021-06-26,,,2022-09-26,,,2022-10-19,0.234495234043612,B,2021-08-02,0.1320906962207752,A,2022-12-30,0.6269177727337454,C,2020-06-07,-1.0692682818842112,,2022-11-26,0.2581285342802907,,2022-11-08,,B,,-0.7099779832520525,A,2020-04-05,,,2020-03-27,,,2022-09-30,0.0041398987059506,,,
,B,,,,2020-07-09,0.1621364409583028,A,2020-01-19,,D,,0.951927093359782,,2020-12-10,0.2988575214272088,,2022-08-27,-0.942380647838488,D,2020-01-22,,C,,,B,2020-04-01,,B,2020-02-19,0.6606446733516599,C,,0.918607957994427,D,2021-08-30,,C,2022-11-07,,,,0.4976301621151213,B,2022-05-01,1.4518915791926184,,2022-04-30,-0.0333320364220158,,2021-10-03,,B,,-1.2410525104684038,,2021-02-22,,A,2022-01-13,1.148657279742802,,2021-09-11,0.3980321513151359,,2020-04-07,0.4182940688181585,,2020-12-13,
-0.743233971355024,,2020-04-15,,,,1.9325774825269804,,,-1.1704602258146273,,2022-01-14,-2.177015441058978,,,-1.5073734732192494,,2021-11-21,-0.6676533079657818,B,2020-10-11,,C,2022-11-17,,B,2020-11-15,,A,2022-07-07,2.046373452491358,C,2020-11-03,1.0150636535865605,,2022-02-27,,,,0.9552387600783638,D,2020-09-10,,C,,-0.4855137806091498,C,2020-07-15,,D,,,,,0.1924958833503252,D,2022-04-23,0.2808276172597472,D,2022-12-02,,,2020-09-08,,D,,,D,,0.9192358203857012
,B,2021-02-20,0.698717650037709,D,,0.6626480655499236,,2021-12-09,,,2022-03-13,-3.8818218599311214,,2021-07-12,1.1637350072058663,D,,0.4875383435996281,C,,0.1544168240504294,D,2021-03-07,-0.285984091627501,,2020-10-17,0.153526607188744,,2022-04-06,-0.1946558140235005,D,2020-05-29,-0.9657534494750984,D,,,B,,0.3161325645476949,D,2020-07-26,,D,2021-04-06,0.3802994715974253,A,2021-12-26,,,2020-11-11,-0.3042822385015146,D,2021-11-05,,,,0.4793988749339979,,,,,2021-10-04,-0.6783595262792012,A,,0.0442835709657859,,2020-10-03,
,D,,,C,,-1.3314132874677689,,2022-07-01,,A,,-0.2848916576969092,,2021-03-10,,A,2021-11-20,0.7058885703381625,,2021-10-23,,A,,,D,,,,,,B,2022-12-06,-1.275160854338115,D,2020-06-01,,B,2021-07-08,0.5415061859818747,A,,-1.5120232694924096,,2021-10-07,0.892425780827543,,,-0.13025444930686,,2020-03-01,,C,2020-09-05,2.5977314217926737,,,,,2022-03-11,,B,2022-12-03,-0.6152247103213836,,,0.012259950419858,B,,0.5861030654653465
-0.7309924214606317,,2020-09-25,1.5916756964429182,,2021-08-20,1.8907474885675084,D,2021-05-07,,B,2021-11-07,,,2020-01-09,-0.5764468239387596,C,2022-01-29,-1.2115581680630594,C,2022-06-11,0.6612671506220859,C,,0.7542259909191282,B,,,B,2022-07-31,-0.203262088716157,,2020-12-22,,,2020-07-16,,D,2022-08-09,-1.7702676196955598,C,,2.329565290557528,D,2020-05-14,,C,,-0.3135428293821489,,,-0.2055165403459101,C,2021-06-09,-1.5056912729739849,A,2021-06-16,-0.7587874232174502,,2022-11-23,-0.4447187515410385,A,2021-03-29,-0.1642993029991059,A,,2.8034026857707377,B,2022-05-10,0.224754587051553
,,,,A,2022-04-27,0.8118719029663031,A,2021-05-14,-0.1027054898476945,A,2021-10-27,0.6274489903524834,A,2022-12-13,1.3080327976427726,C,,,B,,0.6285949127626234,C,2022-08-15,-0.2738177302923801,,,-0.3680291934083899,B,,,,2020-05-28,,,,-0.2947822306091554,,2020-02-12,-3.927387980158473,,2020-06-13,,C,2020-01-11,1.968295521329268,D,,,D,,0.5269470882580604,A,2022-12-03,-1.0239734892135006,D,2022-03-04,,D,,0.566094360119516,,2021-03-16,-1.5393438014737924,,,0.4735485333054856,A,2022-10-01,
-0.6609705843113958,,2022-06-16,,,2022-03-05,0.6716451040108276,,2020-03-22,-0.8274985709454774,,,0.1258742036065664,A,2021-01-04,-1.0848748469584228,B,2021-10-07,,,,2.1972632060276176,C,2021-06-18,0.624850891456018,,2021-09-26,,C,2021-10-30,,,,0.6800565057666336,A,,1.478835728029093,C,,,,2022-12-23,,,2022-08-21,-0.0337341175043315,,,,C,2022-01-17,,,2021-10-22,,,2022-09-11,,B,2020-06-10,,,2021-03-19,,,,2.5470703364315788,,,-0.2978069945186329
,D,2022-09-19,0.4359135020577614,,,0.1469469494601659,C,,,D,2022-09-25,,,2022-05-02,-0.7970871702488798,,,,D,,,C,2020-03-05,2.628883069646947,C,2021-02-23,,B,,0.2128191085663487,C,2021-11-01,-1.0341190902360524,C,2020-07-07,,,2020-01-22,,,2020-10-27,-1.854887192554536,C,,0.3806410837656468,A,2022-03-17,,B,,,,2021-05-18,1.8239433719599751,,,-1.8219440159105331,D,,,,2022-02-02,,A,2022-04-03,,,,0.2250888430388766
,C,2020-09-05,,,,-1.1921165420955462,,2022-02-20,,A,2020-03-02,1.0290069248986575,D,2020-06-06,-0.7008927517790464,,,,,2021-01-26,0.416340958403123,A,2020-08-24,-0.2369235977279076,,2021-07-12,-1.6657488339622637,,2022-01-23,,B,2022-03-25,,A,2022-04-04,1.067221294149565,,,0.0626532485214224,D,2022-08-07,-0.6046969541608025,C,2021-10-20,0.0181478127916441,,,,D,,,C,2020-12-11,0.2712551571572683,C,,,,2021-07-12,,D,,-0.1251949189622926,D,,-0.8041089642395851,B,2021-01-08,
-1.6106973034492138,C,,0.6915904413402685,B,2022-12-03,-0.7737546946887935,,,-2.3780395210693923,D,2020-05-13,-1.5073849746213002,B,2021-05-19,,,,,,2022-01-25,,,,-0.4988671096227556,,2022-04-18,-0.0906677913417657,D,2020-04-14,,B,,-1.6289809468255174,B,,-1.1412698105769434,,,,,2021-05-25,-0.4827121745559041,B,2020-06-05,0.6751855090958245,C,2021-02-06,,,,,C,,,,,,,2020-03-12,1.2584401633227889,C,,1.5096724108116488,D,,-0.4242364289591683,C,2021-02-26,
,B,,,,2020-12-13,,B,2022-03-01,-0.9742192224578444,,2022-08-31,,D,,,,,,B,2020-01-11,,C,,,,,,,,-1.7711620760215068,,,,B,2022-06-11,0.4949579153656438,,2022-11-05,,B,2020-01-06,,,,,,,,,2022-11-06,,C,,0.9309234028191647,,,1.091814746031846,C,2022-11-21,-0.7934790975143869,D,2022-04-01,-1.6418702588739669,,,,B,2021-03-06,-0.3274760419138615
-1.431473629186519,B,,-0.7362900426842461,C,,,D,2021-06-09,,,2020-08-19,,C,2020-07-12,,,,-1.70347477939153,A,2020-04-17,-1.9849936432037216,,2022-08-31,,,,-0.3754762758261043,D,2020-09-09,0.488650161335934,,2022-12-30,,,,-0.2082094345772485,D,,0.1886699579364301,C,,-0.2207280731707124,,,1.9248654823450708,D,,-1.1507623748010678,C,2021-08-18,-1.3090593822350738,B,2020-05-30,,D,,1.177331096608361,,2020-04-29,-0.9126281583682602,C,2020-01-03,,,,,,,
,C,,0.2780618857141991,,,2.938908504219836,D,2021-08-02,,,2021-12-20,1.1078848452309566,B,,-1.7831368175299755,,,0.4299602821859248,D,2021-06-15,,,2020-10-13,-2.358086985220469,B,2022-04-27,0.9349353997160496,D,2022-06-16,-0.6478840739878813,A,,,A,,2.306667286266074,D,2020-05-26,,A,2021-04-23,-0.4159859977147936,,2020-03-10,0.1110698503362165,B,,3.486551016902542,A,,0.7237697520699243,,2020-09-06,,D,,-0.5896653939477162,B,2021-03-09,,,2020-07-24,0.3497217296506577,D,,-1.7373040733025236,D,,-1.0757432535257792
-0.607459226962506,A,,,A,2020-10-11,,C,,,D,2022-09-07,,A,2020-02-23,,B,2021-11-07,0.2830736025104421,B,,-0.7386395938067518,B,,,,2022-02-11,0.0153233609246455,B,,,B,2021-04-26,-0.4239803633128468,A,2020-11-29,0.3200906035745063,,,,,2021-09-20,,,,0.4676766459108643,C,,-2.5978115822648573,,2020-11-21,,C,,,C,,,,,0.0372863972345616,,2021-04-02,,A,2020-03-19,0.2955601356075373,D,2021-03-20,
-0.5748663381917791,A,2022-04-15,0.9172757755318992,,,-1.156195998973032,B,2022-11-24,,,,,C,2021-08-05,0.0094156106480932,A,2020-07-24,,D,,,,2021-10-23,,,,0.5647996020221995,,2022-06-06,-2.01234850659543,B,,,,2020-10-15,,D,2021-01-23,1.2667275057388432,A,,-0.3723821243900246,,,,D,2020-02-17,0.012335750608998,,2022-04-16,-0.0932478097241022,,2022-07-30,0.3093194349205035,A,2022-07-09,1.2352028502969676,D,,0.781519303411202,,2022-11-21,0.676962719677739,D,2022-01-14,-0.9755408902834588,A,,
-0.1771716008447635,D,2020-07-09,0.3443111512493263,C,2021-09-08,-0.3458687370863194,C,,-1.0109021438653034,,,,C,,,,2020-01-07,0.1825798821369857,D,2020-04-08,-0.4293690199687383,,,-1.5736626591321845,,,1.688612859997087,D,2022-11-18,0.8018839873697178,,2021-08-14,,C,2022-09-04,0.3251686187612377,B,2022-07-06,-1.2373880766512158,,,1.5510881639357457,D,,2.328947073438018,D,2022-10-15,,B,,0.4141650188298278,A,2020-04-07,0.938690109247382,D,2022-02-02,,,2022-03-31,,C,2021-10-04,-0.3611502842844187,,,-0.0772589154596662,D,2022-07-24,
1.3066295328307254,A,2021-04-05,-0.5117822753920294,C,2021-07-03,-2.2862232791908674,,,,B,2021-08-01,-0.7709048610941187,,,-0.664138742386374,A,2022-07-24,0.6701337633395088,,2021-09-15,1.7371519977109855,,,,,2022-09-26,,,,1.4683992347979693,B,,,,,,,,0.7888235465184694,A,2021-08-11,-0.3488510994244652,B,,-1.092743077399926,C,2021-03-02,,C,,,B,,1.0308245246554724,,,1.6232608094392684,A,2020-12-16,,D,2021-10-08,-0.4129773104077959,D,2020-09-16,0.6401011433400476,,,
0.2680407610396212,C,2020-08-20,-0.1460022163154276,D,2022-10-06,,B,2022-11-07,1.4040133635228913,D,2021-12-14,1.082542389357107,,2022-02-04,,D,2022-04-02,0.2359115363526862,B,,0.4453251956445124,,2020-03-10,,D,,,B,,,B,2020-11-20,,D,,-0.1897713187301025,,2021-06-11,-1.3421817814879318,C,,,A,2020-12-06,-0.9669758451055896,A,,0.3656283538855408,C,2021-09-07,,C,2021-04-22,,D,2021-11-22,,,2021-08-03,,,2020-01-01,-0.3593725919403721,D,,,D,2020-09-29,
-0.0266229609077497,C,2022-08-03,,,2020-10-25,-0.5375034747824982,,2022-07-01,-1.526606216185023,,,,,2020-08-05,-0.4520852790336467,,,-0.3447996448647304,,2021-06-24,,,,,A,,0.0766567801858392,A,2020-05-17,,,,-2.501113190313908,,2020-06-01,-1.0884373518479504,A,,,,2022-10-26,0.579887866567448,C,,0.1070375417053482,C,2020-09-24,-0.8434578215548174,,,-0.9268445196786552,B,2021-09-22,2.0675534631336188,D,2022-10-03,-0.392734355541859,,2020-04-02,2.009173631891497,C,2020-02-23,-0.7124916875605943,A,,,A,,
,C,2020-08-28,1.057961383423163,B,2020-05-09,0.0452055450796783,C,2022-09-23,0.0485587701027085,B,,-0.2601170712737379,D,,0.9273805184393143,A,,0.7322009970257743,A,2021-11-05,1.3635753047293204,,2020-08-02,,A,2022-03-20,0.4069770873788889,,,-0.9037233097239828,,,-1.4045122263938188,A,2022-07-09,0.6319446980538541,A,,,,,,D,2020-06-09,,,,1.6580206741823262,B,2022-05-31,-0.7466437719237069,,2022-06-21,1.3621111119014877,D,,,,2021-12-29,,,2020-12-08,0.2806355384170202,A,,-0.920220900557058,C,2022-12-01,
-1.4235656052223349,,,1.6698503482474594,D,2020-12-08,,C,2020-03-30,,,,,C,,0.0518328504857803,A,2020-09-08,-1.2146377046425654,D,2022-02-16,0.5072404373702104,A,2022-01-04,,C,2020-03-26,,,2022-02-12,,A,,2.038391977451356,,,,,2022-05-24,0.3558975549160177,D,,-1.1025477454240165,D,,,B,2020-04-30,-0.6858037872354512,B,,0.916939065612795,A,2020-09-19,0.9632420479077962,A,2020-06-21,,C,2022-06-28,1.9195588999113733,D,,,C,2021-12-16,0.0427154677600442,B,2021-03-18,0.2515368229645698
,D,,,,2022-06-09,,B,2021-08-30,,B,,-1.1049316384710717,A,2020-02-29,,A,2022-12-22,,,,-1.154023229207231,C,2020-01-17,0.0762880716647448,,,1.4337774883153758,,2021-11-07,-0.1366142110039275,,,,C,2021-06-25,-0.0726838605456728,C,,,A,2022-12-17,,,,-0.2875814022806824,,2022-08-23,0.6860792464939376,D,,,C,2021-05-05,-0.582582288665041,A,2022-05-20,0.7222093639083109,B,,0.3795110448634884,,2022-09-13,-2.2971782094752085,D,2022-07-29,-0.830197773654955,B,,-0.5426890244938899
-1.4923403897664618,A,2021-08-20,,D,2021-07-19,-0.7373647354325683,,2021-01-29,-0.1356658967243224,D,2020-08-07,0.7450664625834411,,2020-06-15,,,2021-07-26,-0.3336273760589117,A,2020-12-14,,,2020-11-21,,D,,-1.879526791068996,A,2022-06-19,-2.625826071568345,B,2021-04-15,,A,2022-01-20,1.6933653158791953,B,2020-11-23,1.6359463943024777,A,,-1.4478128451193335,,2022-02-24,,A,2020-12-06,-2.711305983364635,,2020-03-05,-1.3737510195845446,D,,1.9424705749612687,,,0.6615673062079251,,,-1.5203395665156711,D,2021-01-30,0.954759388667721,B,,0.8439205835929203,D,2021-01-18,
-1.94034128890414,,,,A,,-0.6031965040273327,,2021-10-18,-0.4387105551546422,,2021-10-29,-1.0136953345710056,A,,0.0754825715833089,C,2021-05-24,,A,2020-10-09,,,,0.0371435438847539,A,,-1.186625359154611,A,2021-07-01,,B,2022-06-06,-1.0337536440485438,,,,B,,-1.5034075588360956,A,,-1.748961822411763,C,2021-01-29,-0.2798587267590398,C,2020-01-09,2.57491414585181,D,2021-12-30,-0.4069811748854005,D,2020-07-09,,C,,,,2021-11-08,-1.0473213576792504,A,,,C,2022-04-12,-1.3599138311004966,,,
,A,2021-07-13,,,2021-09-05,,D,2022-11-18,0.9218596791538048,,2020-05-25,,B,2022-09-09,1.953408520499182,A,,,,,1.189097301314455,D,,0.3647004086634706,C,2020-05-24,,C,2020-10-21,,A,2021-05-28,-0.6761645158066241,A,2020-09-27,0.7056329707082731,A,2022-04-28,,B,2022-05-09,2.116928514612246,C,2021-06-07,1.833342632999614,A,2020-07-14,,,2020-02-18,0.81382488674984,,2022-04-17,-1.0457047272305453,,2022-06-01,1.2265241799178106,,2020-02-24,0.5739005134444948,B,2020-01-24,,,,,D,2021-12-06,
1.100721039192463,,,0.7792230430582239,,2022-09-18,,,,,D,2021-09-10,,A,,,B,2022-07-14,-1.59211810849076,,2020-09-02,1.3317988712716795,A,2021-11-16,,D,,,A,2020-10-18,-0.3423531263558801,,,0.7286618800227653,A,2020-08-03,-0.131936435775287,,2021-04-22,0.7833980227111561,A,,,B,2020-03-16,1.1340639951089586,,,-0.1270768644266227,D,,,A,2022-08-29,,C,,-2.234896740134534,,2022-06-13,,,,0.6637710522233814,D,,,D,2020-09-02,
-0.3331071310105754,,2022-09-15,0.49647752302487,,2020-06-06,,B,2020-07-15,1.437815272426877,D,2022-12-27,-0.328779861960213,C,,,,2022-08-31,1.939051993859071,,,0.6904758265847627,A,2021-11-20,0.9155173695721348,C,2020-08-24,0.0919465383202856,,2021-02-06,-0.1513284624472305,B,,,D,,0.233089689538402,,,0.9885046214515214,A,,0.3301082432094245,,,0.8620581008752113,D,,-0.5372063655278924,D,,,A,2021-03-16,0.2286205648433842,,,-0.0420632202829046,,2021-03-04,,D,2020-03-04,,C,2021-11-14,0.5013644992270632,C,2020-03-25,0.6872563178312968
-0.6477149139409799,B,,,A,2022-01-09,,,,0.8586540148416453,,2022-08-02,-0.6129348849527048,A,2020-01-12,-0.7092576904321972,D,,-2.7936925987492915,,2021-10-15,-0.0886539968834967,C,2020-07-24,,C,2020-11-21,1.197310937270012,,,,,2020-09-23,,D,2021-08-24,,D,2021-01-13,,B,2022-04-09,,C,2021-12-26,0.4403462918907106,A,,,D,,,D,2020-04-25,-0.8652412387224137,D,,-0.0704254327000986,,2021-01-09,,B,2020-05-20,-1.2643067598939537,,2020-09-28,,,2020-01-25,
-0.9600389761355465,A,,-1.2534258839852477,A,,,B,,-0.7348429583664128,C,,,,2021-11-05,,A,,-1.5453297976093952,,2020-10-30,,C,2021-01-18,-0.6466069206663363,A,,-0.2481459538554074,D,2022-02-25,1.0501640717785583,,2021-09-02,,D,2022-02-02,-2.0230022378189108,A,,-1.4715157980961369,B,,-3.221536191129146,,,2.028116276036924,B,2020-02-09,0.9088395137222044,,2022-01-09,-0.202321949661334,,2021-11-09,1.3328570408151177,,,-0.169435084244657,D,2021-06-13,-0.9991996843880966,,2021-01-12,0.532890071905318,B,2022-08-26,-2.399936687947329,D,2020-10-09,0.2735605808594674
,,2022-07-24,-1.7397000222344703,D,,,,,-0.4841340318826386,B,,,B,2020-03-30,,C,2021-01-19,0.2654026429284066,,2022-04-26,,,2022-01-03,0.8301759797147967,A,2020-05-16,-0.3577152497780392,B,,,D,2021-11-22,,A,,-0.8258432114576884,,,-0.8970020268632817,,2020-02-07,,D,,-1.1383219047252915,,2020-10-13,1.6257849796032553,,2020-03-06,2.861676720317324,C,,0.1496005112847874,,,,,,0.3999931429764427,D,,-0.3041676112396778,,,-1.4410863373255094,,2022-02-15,
,B,2020-10-23,,C,2022-10-12,,D,,1.12476999915608,A,,-2.429840804518263,,,,,,2.183804271274325,,2022-07-04,-0.4826748198984719,D,2021-09-19,-0.2419120176278294,,2021-01-10,,A,2022-03-18,0.6184088760031914,B,2022-11-14,1.4779574612570896,,,-1.414183968563043,C,2022-08-29,,,2021-12-12,,,,-0.8401253859436068,C,2022-03-02,1.1557113937527914,,,0.169885737362129,D,2020-09-15,,,2021-09-13,0.5771335770046653,D,2021-05-13,0.0049201205800699,C,2021-12-25,0.167872513409911,C,2021-01-04,0.7687685649331989,,2020-01-03,0.3705639491605763
,C,,0.3311267435414015,B,,-0.7606108937510344,B,2021-03-07,0.256049035502668,,2021-05-14,1.1679618235678717,,2021-10-27,,A,,-0.3814797719397862,,2020-09-07,-0.1501924549339033,B,2020-11-29,,,2021-11-01,2.147928491219269,A,2021-03-27,0.3740791502365788,A,,,,2021-10-15,1.7211493573591343,B,2021-10-15,-0.1414366894128026,B,,-0.0231594011389816,B,,,B,2021-07-17,1.0775831045948132,D,2022-12-25,,C,2022-03-17,,,,,C,2021-10-11,,,2022-08-11,-0.7508078436590937,C,2021-12-20,-0.2580183163394763,A,2022-09-29,
